CEP inicial,Latitude inicial,Longitude inicial,Dia do vôo,Hora inicial,Velocidade,CEP final,Latitude final,Longitude final,Pouso,Hora final
82821020,-25.4233146347775,-49.2160678044742,1,06:00:00,36,81490280,-25.5975675014877,-49.3235433911466,SIM,06:53:00
81490280,-25.5975675014877,-49.3235433911466,1,06:54:00,36,81470346,-25.5796239000291,-49.33524810001,SIM,06:57:00
81470346,-25.5796239000291,-49.33524810001,1,06:58:00,36,80035230,-25.4008064386385,-49.2512257402299,SIM,07:24:00
80035230,-25.4008064386385,-49.2512257402299,1,07:25:00,36,81050411,-25.482982,-49.305864,SIM,07:51:00
81050411,-25.482982,-49.305864,1,07:52:00,36,81470300,-25.575776177431,-49.3365443994341,SIM,08:14:00
81470300,-25.575776177431,-49.3365443994341,1,08:15:00,36,80210400,-25.4463780000737,-49.2468984999865,SIM,08:35:00
80210400,-25.4463780000737,-49.2468984999865,1,08:36:00,36,81510160,-25.4561970876697,-49.2447744337813,SIM,08:37:00
81510160,-25.4561970876697,-49.2447744337813,1,08:38:00,36,81330400,-25.488124875843,-49.3264242140685,SIM,09:06:00
81330400,-25.488124875843,-49.3264242140685,1,09:07:00,36,81250720,-25.4815524899573,-49.3385838295334,SIM,09:10:00
81250720,-25.4815524899573,-49.3385838295334,1,09:11:00,36,81570092,-25.47733771481,-49.2394309559741,SIM,09:22:00
81570092,-25.47733771481,-49.2394309559741,1,09:23:00,36,82930390,-25.4608672106041,-49.2047594214569,SIM,09:27:00
82930390,-25.4608672106041,-49.2047594214569,1,09:28:00,36,81550315,-25.4881320075695,-49.208315008611,SIM,09:32:00
81550315,-25.4881320075695,-49.208315008611,1,09:33:00,36,81020420,-25.4920196819718,-49.2840872729491,SIM,09:58:00
81020420,-25.4920196819718,-49.2840872729491,1,09:59:00,36,81530380,-25.4625848305665,-49.2300931009572,SIM,10:06:00
81530380,-25.4625848305665,-49.2300931009572,1,10:07:00,36,82860360,-25.3827108510463,-49.1953359321141,SIM,10:19:00
82860360,-25.3827108510463,-49.1953359321141,1,10:20:00,36,82650060,-25.3808622827653,-49.242762203191,SIM,10:35:00
82650060,-25.3808622827653,-49.242762203191,1,10:36:00,36,80740199,-25.4437465384921,-49.3130473847111,SIM,10:58:00
80740199,-25.4437465384921,-49.3130473847111,1,10:59:00,36,80010200,-25.4499691308346,-49.2748090324017,SIM,11:03:00
80010200,-25.4499691308346,-49.2748090324017,1,11:04:00,36,82950220,-25.4538040386831,-49.2173702690989,SIM,11:10:00
82950220,-25.4538040386831,-49.2173702690989,1,11:11:00,36,80820520,-25.4127105464884,-49.2963300390619,SIM,11:35:00
80820520,-25.4127105464884,-49.2963300390619,1,11:36:00,36,82600640,-25.3981885762214,-49.2162511520761,SIM,11:45:00
82600640,-25.3981885762214,-49.2162511520761,1,11:46:00,36,81470256,-25.569416591018,-49.337872181861,SIM,12:30:00
81470256,-25.569416591018,-49.337872181861,1,12:31:00,36,82020560,-25.401157660715,-49.3241349981993,SIM,12:57:00
82020560,-25.401157660715,-49.3241349981993,1,12:58:00,36,81540160,-25.4663186667815,-49.2166009443659,SIM,13:12:00
81540160,-25.4663186667815,-49.2166009443659,1,13:13:00,36,81310370,-25.5005119473929,-49.3186624209516,SIM,13:46:00
81310370,-25.5005119473929,-49.3186624209516,1,13:47:00,36,81470290,-25.5737515550149,-49.3412589936849,SIM,14:01:00
81470290,-25.5737515550149,-49.3412589936849,1,14:02:00,36,81480216,-25.5592031642591,-49.3274865425991,SIM,14:04:00
81480216,-25.5592031642591,-49.3274865425991,1,14:05:00,36,81350607,-25.5098119631631,-49.3366327775834,SIM,14:13:00
81350607,-25.5098119631631,-49.3366327775834,1,14:14:00,36,81260412,-25.4811505865638,-49.3545312407406,SIM,14:21:00
81260412,-25.4811505865638,-49.3545312407406,1,14:22:00,36,82025101,-25.4089804447922,-49.3131316666906,SIM,14:33:00
82025101,-25.4089804447922,-49.3131316666906,1,14:34:00,36,81460210,-25.5323146848334,-49.3335573678969,SIM,14:55:00
81460210,-25.5323146848334,-49.3335573678969,1,14:56:00,36,81490620,-25.6132684714507,-49.3349370738516,SIM,15:09:00
81490620,-25.6132684714507,-49.3349370738516,1,15:10:00,36,81560570,-25.4943561601417,-49.2107486004445,SIM,15:31:00
81560570,-25.4943561601417,-49.2107486004445,1,15:32:00,36,80035210,-25.4018593540355,-49.2501065029327,SIM,15:51:00
80035210,-25.4018593540355,-49.2501065029327,1,15:52:00,36,82510100,-25.409050749392,-49.2385843936,SIM,15:53:00
82510100,-25.409050749392,-49.2385843936,1,15:54:00,36,81110070,-25.5038132404982,-49.2938690633352,SIM,16:16:00
81110070,-25.5038132404982,-49.2938690633352,1,16:17:00,36,81610020,-25.4773976954983,-49.2479963707565,SIM,16:23:00
81610020,-25.4773976954983,-49.2479963707565,1,16:24:00,36,81770160,-25.5296962833892,-49.244546883763,SIM,16:32:00
81770160,-25.5296962833892,-49.244546883763,1,16:33:00,36,81590568,-25.4865484092882,-49.1981543961654,SIM,16:40:00
81590568,-25.4865484092882,-49.1981543961654,1,16:41:00,36,80730430,-25.430157,-49.293614,SIM,17:11:00
80730430,-25.430157,-49.293614,1,17:12:00,36,81720360,-25.5259885359266,-49.2525244997371,SIM,17:26:00
81720360,-25.5259885359266,-49.2525244997371,1,17:27:00,36,82520590,-25.4131761050287,-49.2261971905551,SIM,17:44:00
82520590,-25.4131761050287,-49.2261971905551,1,17:45:00,36,81280048,-25.4357441112655,-49.361230111158,SIM,18:31:00
81280048,-25.4357441112655,-49.361230111158,1,18:32:00,36,82410316,-25.3849215000131,-49.328439749977,SIM,18:39:00
82410316,-25.3849215000131,-49.328439749977,1,18:40:00,36,82700540,-25.3703488003616,-49.2570179996848,SIM,18:47:00
82700540,-25.3703488003616,-49.2570179996848,1,18:48:00,36,82820460,-25.4179465264684,-49.2222826851176,SIM,18:55:00
82820460,-25.4179465264684,-49.2222826851176,1,18:56:00,36,81330550,-25.4845347422664,-49.323856720273,SIM,19:28:00
81330550,-25.4845347422664,-49.323856720273,2,06:00:00,36,81170762,-25.51557721054,-49.3290638947933,SIM,06:05:00
81170762,-25.51557721054,-49.3290638947933,2,06:06:00,36,80740620,-25.4417320478243,-49.3156172471767,SIM,06:17:00
80740620,-25.4417320478243,-49.3156172471767,2,06:18:00,36,81350320,-25.4992029361912,-49.3318588311607,SIM,06:28:00
81350320,-25.4992029361912,-49.3318588311607,2,06:29:00,36,81200390,-25.4331374954389,-49.3440640772759,SIM,06:40:00
81200390,-25.4331374954389,-49.3440640772759,2,06:41:00,36,81490010,-25.6154928550559,-49.3537353191769,SIM,07:11:00
81490010,-25.6154928550559,-49.3537353191769,2,07:12:00,36,81490562,-25.6007006282316,-49.3302336035246,SIM,07:15:00
81490562,-25.6007006282316,-49.3302336035246,2,07:16:00,36,81315685,-25.5115270000027,-49.3255583333193,SIM,07:30:00
81315685,-25.5115270000027,-49.3255583333193,2,07:31:00,36,81050637,-25.4835295000015,-49.3145007999984,SIM,07:35:00
81050637,-25.4835295000015,-49.3145007999984,2,07:36:00,36,81830300,-25.5229877082695,-49.2642839884632,SIM,07:43:00
81830300,-25.5229877082695,-49.2642839884632,2,07:44:00,36,80060170,-25.4278721677395,-49.2593020468696,SIM,07:59:00
80060170,-25.4278721677395,-49.2593020468696,2,08:00:00,36,81820330,-25.5169970179923,-49.2724628977617,SIM,08:15:00
81820330,-25.5169970179923,-49.2724628977617,2,08:16:00,36,82821016,-25.4270763750322,-49.209505500185,SIM,08:30:00
82821016,-25.4270763750322,-49.209505500185,2,08:31:00,36,82960488,-25.4654066369594,-49.210649939143,SIM,08:37:00
82960488,-25.4654066369594,-49.210649939143,2,08:38:00,36,81590576,-25.4942162501529,-49.2012669496276,SIM,08:42:00
81590576,-25.4942162501529,-49.2012669496276,2,08:43:00,36,81250190,-25.4787356976141,-49.3477187290333,SIM,09:37:00
81250190,-25.4787356976141,-49.3477187290333,2,09:38:00,36,81200030,-25.4339218572309,-49.3305021428569,SIM,09:44:00
81200030,-25.4339218572309,-49.3305021428569,2,09:45:00,36,81450140,-25.4974735953017,-49.3493514288727,SIM,09:57:00
81450140,-25.4974735953017,-49.3493514288727,2,09:58:00,36,82210230,-25.3823373333611,-49.2634891111916,SIM,10:16:00
82210230,-25.3823373333611,-49.2634891111916,2,10:17:00,36,82800310,-25.4363060856137,-49.2266446131255,SIM,10:25:00
82800310,-25.4363060856137,-49.2266446131255,2,10:26:00,36,81870310,-25.524150444185,-49.290210168982,SIM,10:49:00
81870310,-25.524150444185,-49.290210168982,2,10:50:00,36,80820480,-25.4089459015341,-49.3017935380524,SIM,11:09:00
80820480,-25.4089459015341,-49.3017935380524,2,11:10:00,36,82710330,-25.3530998572423,-49.2583428932106,SIM,11:19:00
82710330,-25.3530998572423,-49.2583428932106,2,11:20:00,36,81010130,-25.4764195588417,-49.273155691529,SIM,11:41:00
81010130,-25.4764195588417,-49.273155691529,2,11:42:00,36,81170662,-25.5172792272985,-49.3183728182903,SIM,11:56:00
81170662,-25.5172792272985,-49.3183728182903,2,11:57:00,36,82620150,-25.3843628304926,-49.2203917399179,SIM,12:18:00
82620150,-25.3843628304926,-49.2203917399179,2,12:19:00,36,81935303,-25.5548054287395,-49.2658406002244,SIM,12:51:00
81935303,-25.5548054287395,-49.2658406002244,2,12:52:00,36,81470255,-25.569630444458,-49.3374921110026,SIM,13:13:00
81470255,-25.569630444458,-49.3374921110026,2,13:14:00,36,81250482,-25.4865966553425,-49.3378683447999,SIM,13:28:00
81250482,-25.4865966553425,-49.3378683447999,2,13:29:00,36,81880380,-25.5395481532947,-49.2924784574248,SIM,13:38:00
81880380,-25.5395481532947,-49.2924784574248,2,13:39:00,36,81480125,-25.5614706374337,-49.3118706658535,SIM,13:45:00
81480125,-25.5614706374337,-49.3118706658535,2,13:46:00,36,81560730,-25.476983000057,-49.2242420001757,SIM,14:01:00
81560730,-25.476983000057,-49.2242420001757,2,14:02:00,36,81610220,-25.4840165002992,-49.2455067502822,SIM,14:08:00
81610220,-25.4840165002992,-49.2455067502822,2,14:09:00,36,81220170,-25.4569440522711,-49.3221956960987,SIM,14:31:00
81220170,-25.4569440522711,-49.3221956960987,2,14:32:00,36,81610090,-25.4829752828427,-49.2413676273212,SIM,14:42:00
81610090,-25.4829752828427,-49.2413676273212,2,14:43:00,36,82720240,-25.3649974344476,-49.2309054649185,SIM,15:02:00
82720240,-25.3649974344476,-49.2309054649185,2,15:03:00,36,81250610,-25.4933426909383,-49.3409114723655,SIM,15:40:00
81250610,-25.4933426909383,-49.3409114723655,2,15:41:00,36,81230480,-25.4646281053601,-49.3394493683984,SIM,15:45:00
81230480,-25.4646281053601,-49.3394493683984,2,15:46:00,36,82630100,-25.3812692780083,-49.2161803524462,SIM,16:03:00
82630100,-25.3812692780083,-49.2161803524462,2,16:04:00,36,82415070,-25.3666350000001,-49.3367376666649,SIM,16:46:00
82415070,-25.3666350000001,-49.3367376666649,2,16:47:00,36,81470370,-25.5778784839382,-49.3341110960705,SIM,17:21:00
81470370,-25.5778784839382,-49.3341110960705,2,17:22:00,36,81110240,-25.5012202607084,-49.2880626203316,SIM,17:34:00
81110240,-25.5012202607084,-49.2880626203316,2,17:35:00,36,81452040,-25.4998370213564,-49.3545044201704,SIM,17:58:00
81452040,-25.4998370213564,-49.3545044201704,2,17:59:00,36,82530060,-25.425394880957,-49.2359359145395,SIM,18:15:00
82530060,-25.425394880957,-49.2359359145395,2,18:16:00,36,81030370,-25.4881800174281,-49.2756635796428,SIM,18:31:00
81030370,-25.4881800174281,-49.2756635796428,2,18:32:00,36,81020150,-25.4852090685074,-49.2875810685635,SIM,18:36:00
81020150,-25.4852090685074,-49.2875810685635,2,18:37:00,36,81920735,-25.5391678846873,-49.2615212690534,SIM,18:45:00
81920735,-25.5391678846873,-49.2615212690534,2,18:46:00,36,81550240,-25.4774264375435,-49.2110857497498,SIM,18:55:00
81550240,-25.4774264375435,-49.2110857497498,2,18:56:00,36,81200400,-25.4338997893551,-49.3437087449233,SIM,19:43:00
81200400,-25.4338997893551,-49.3437087449233,3,06:00:00,36,80220200,-25.4672406908201,-49.2801499774178,SIM,06:09:00
80220200,-25.4672406908201,-49.2801499774178,3,06:10:00,36,82015110,-25.4160406938864,-49.3250852303798,SIM,06:22:00
82015110,-25.4160406938864,-49.3250852303798,3,06:23:00,36,81520290,-25.4627057622716,-49.2410266625473,SIM,06:35:00
81520290,-25.4627057622716,-49.2410266625473,3,06:36:00,36,81910570,-25.5339269047986,-49.2586402382427,SIM,06:52:00
81910570,-25.5339269047986,-49.2586402382427,3,06:53:00,36,82200216,-25.3890870000006,-49.270339250004,SIM,07:15:00
82200216,-25.3890870000006,-49.270339250004,3,07:16:00,36,81670110,-25.4977016024349,-49.2505578410785,SIM,07:36:00
81670110,-25.4977016024349,-49.2505578410785,3,07:37:00,36,80330120,-25.4711980670357,-49.3106388116797,SIM,07:51:00
80330120,-25.4711980670357,-49.3106388116797,3,07:52:00,36,80250220,-25.4401651682037,-49.2778677639266,SIM,07:57:00
80250220,-25.4401651682037,-49.2778677639266,3,07:58:00,36,82015720,-25.4187128462549,-49.3341400767781,SIM,08:11:00
82015720,-25.4187128462549,-49.3341400767781,3,08:12:00,36,81260430,-25.4650355019742,-49.3605952475877,SIM,08:25:00
81260430,-25.4650355019742,-49.3605952475877,3,08:26:00,36,81450310,-25.4928927891057,-49.3482807107009,SIM,08:31:00
81450310,-25.4928927891057,-49.3482807107009,3,08:32:00,36,80330250,-25.4685255880972,-49.3077515647853,SIM,08:37:00
80330250,-25.4685255880972,-49.3077515647853,3,08:38:00,36,82960200,-25.468586333766,-49.2107938551622,SIM,08:49:00
82960200,-25.468586333766,-49.2107938551622,3,08:50:00,36,80820650,-25.4121630005226,-49.3068074987427,SIM,09:12:00
80820650,-25.4121630005226,-49.3068074987427,3,09:13:00,36,81920500,-25.5428123134011,-49.2544219342922,SIM,09:41:00
81920500,-25.5428123134011,-49.2544219342922,3,09:42:00,36,82930030,-25.4568138879969,-49.2056962318778,SIM,09:54:00
82930030,-25.4568138879969,-49.2056962318778,3,09:55:00,36,81590210,-25.4814447782289,-49.198611250503,SIM,10:00:00
81590210,-25.4814447782289,-49.198611250503,3,10:01:00,36,81010160,-25.4761700909245,-49.2756320910121,SIM,10:17:00
81010160,-25.4761700909245,-49.2756320910121,3,10:18:00,36,81110190,-25.4985135816744,-49.2879505576038,SIM,10:26:00
81110190,-25.4985135816744,-49.2879505576038,3,10:27:00,36,82700410,-25.3740192069561,-49.2513782763024,SIM,10:43:00
82700410,-25.3740192069561,-49.2513782763024,3,10:44:00,36,82130580,-25.3655056873644,-49.280654645349,SIM,10:49:00
82130580,-25.3655056873644,-49.280654645349,3,10:50:00,36,81240490,-25.4789005295822,-49.3358291909315,SIM,11:29:00
81240490,-25.4789005295822,-49.3358291909315,3,11:30:00,36,81810492,-25.5044000000137,-49.2718504999625,SIM,11:39:00
81810492,-25.5044000000137,-49.2718504999625,3,11:40:00,36,81925578,-25.5519935625411,-49.267926124915,SIM,11:51:00
81925578,-25.5519935625411,-49.267926124915,3,11:52:00,36,80710390,-25.43427248628,-49.3055074800751,SIM,12:09:00
80710390,-25.43427248628,-49.3055074800751,3,12:10:00,36,82710320,-25.3550854904869,-49.2588717776273,SIM,12:23:00
82710320,-25.3550854904869,-49.2588717776273,3,12:24:00,36,82930428,-25.4555670002028,-49.2033254441496,SIM,12:45:00
82930428,-25.4555670002028,-49.2033254441496,3,12:46:00,36,81460239,-25.5325141725804,-49.3365793791746,SIM,13:19:00
81460239,-25.5325141725804,-49.3365793791746,3,13:20:00,36,81560480,-25.4932949091003,-49.2131369999224,SIM,13:38:00
81560480,-25.4932949091003,-49.2131369999224,3,13:39:00,36,82840120,-25.4055829533743,-49.2167226661471,SIM,13:53:00
82840120,-25.4055829533743,-49.2167226661471,3,13:54:00,36,82020770,-25.4035799002893,-49.3165390673192,SIM,14:13:00
82020770,-25.4035799002893,-49.3165390673192,3,14:14:00,36,81920230,-25.540158846702,-49.2654606035168,SIM,14:42:00
81920230,-25.540158846702,-49.2654606035168,3,14:43:00,36,80010160,-25.3975876007521,-49.2498549128683,SIM,15:05:00
80010160,-25.3975876007521,-49.2498549128683,3,15:06:00,36,80530210,-25.415928,-49.266714,SIM,15:11:00
80530210,-25.415928,-49.266714,3,15:12:00,36,82600070,-25.3907411036522,-49.2112438117616,SIM,15:18:00
82600070,-25.3907411036522,-49.2112438117616,3,15:19:00,36,82900480,-25.445789018659,-49.2173394258684,SIM,15:28:00
82900480,-25.445789018659,-49.2173394258684,3,15:29:00,36,81920747,-25.5329949004335,-49.2526856997565,SIM,15:46:00
81920747,-25.5329949004335,-49.2526856997565,3,15:47:00,36,81650080,-25.4844139677447,-49.2377486322425,SIM,15:54:00
81650080,-25.4844139677447,-49.2377486322425,3,15:55:00,36,81170065,-25.5110533750523,-49.3200841245732,SIM,16:23:00
81170065,-25.5110533750523,-49.3200841245732,3,16:24:00,36,81150330,-25.5222469145844,-49.3046045806688,SIM,16:26:00
81150330,-25.5222469145844,-49.3046045806688,3,16:27:00,36,81330220,-25.4843712333489,-49.3355483883407,SIM,16:37:00
81330220,-25.4843712333489,-49.3355483883407,3,16:38:00,36,80440020,-25.4428337956861,-49.300747838027,SIM,16:44:00
80440020,-25.4428337956861,-49.300747838027,3,16:45:00,36,80030200,-25.4196624320568,-49.2602838398977,SIM,16:50:00
80030200,-25.4196624320568,-49.2602838398977,3,16:51:00,36,81240110,-25.4758162194925,-49.3455733886983,SIM,17:18:00
81240110,-25.4758162194925,-49.3455733886983,3,17:19:00,36,81580020,-25.4882127778241,-49.2241676667996,SIM,17:32:00
81580020,-25.4882127778241,-49.2241676667996,3,17:33:00,36,80040153,-25.4213319028677,-49.2481648998847,SIM,17:46:00
80040153,-25.4213319028677,-49.2481648998847,3,17:47:00,36,82515190,-25.399238,-49.229496,SIM,17:50:00
82515190,-25.399238,-49.229496,3,17:51:00,36,82990000,-25.4637044472508,-49.198121637253,SIM,18:00:00
82990000,-25.4637044472508,-49.198121637253,3,18:01:00,36,81935437,-25.5569929167696,-49.2495865835216,SIM,18:22:00
81935437,-25.5569929167696,-49.2495865835216,3,18:23:00,36,81935113,-25.5499175384761,-49.253610923113,SIM,18:24:00
81935113,-25.5499175384761,-49.253610923113,3,18:25:00,36,81320290,-25.4748252660661,-49.3107362306741,SIM,18:45:00
81320290,-25.4748252660661,-49.3107362306741,3,18:46:00,36,81130330,-25.5102533750322,-49.3062616741933,SIM,18:51:00
81130330,-25.5102533750322,-49.3062616741933,3,18:52:00,36,80610300,-25.463999400884,-49.2889687454307,SIM,18:59:00
80610300,-25.463999400884,-49.2889687454307,4,06:00:00,36,81305650,-25.5010554166774,-49.3233459999556,SIM,06:11:00
81305650,-25.5010554166774,-49.3233459999556,4,06:12:00,36,81450520,-25.4951670667098,-49.3442928001987,SIM,06:16:00
81450520,-25.4951670667098,-49.3442928001987,4,06:17:00,36,80060040,-25.4318069334388,-49.263280830672,SIM,06:31:00
80060040,-25.4318069334388,-49.263280830672,4,06:32:00,36,80540140,-25.4021061827475,-49.2605236422368,SIM,06:36:00
80540140,-25.4021061827475,-49.2605236422368,4,06:37:00,36,80540290,-25.4060056184402,-49.2667691092792,SIM,06:38:00
80540290,-25.4060056184402,-49.2667691092792,4,06:39:00,36,82840140,-25.4035558681452,-49.2092009936114,SIM,06:46:00
82840140,-25.4035558681452,-49.2092009936114,4,06:47:00,36,82010390,-25.4282395714462,-49.3275682857714,SIM,07:13:00
82010390,-25.4282395714462,-49.3275682857714,4,07:14:00,36,80730270,-25.4395442941516,-49.3020722939492,SIM,07:18:00
80730270,-25.4395442941516,-49.3020722939492,4,07:19:00,36,80320110,-25.4631702181385,-49.2942522954363,SIM,07:23:00
80320110,-25.4631702181385,-49.2942522954363,4,07:24:00,36,82600750,-25.3958555000045,-49.2162615000035,SIM,07:38:00
82600750,-25.3958555000045,-49.2162615000035,4,07:39:00,36,82650320,-25.3737566254647,-49.2469140011033,SIM,07:46:00
82650320,-25.3737566254647,-49.2469140011033,4,07:47:00,36,80050435,-25.4305533081275,-49.2435107491958,SIM,07:58:00
80050435,-25.4305533081275,-49.2435107491958,4,07:59:00,36,82320220,-25.4019988462337,-49.3433039997731,SIM,08:19:00
82320220,-25.4019988462337,-49.3433039997731,4,08:20:00,36,82630290,-25.371866280235,-49.2091730004846,SIM,08:38:00
82630290,-25.371866280235,-49.2091730004846,4,08:39:00,36,82930000,-25.4522168930604,-49.2076848688181,SIM,08:54:00
82930000,-25.4522168930604,-49.2076848688181,4,08:55:00,36,81550150,-25.4770778208763,-49.2126543845983,SIM,09:00:00
81550150,-25.4770778208763,-49.2126543845983,4,09:01:00,36,80710600,-25.4224698510365,-49.3006978054742,SIM,09:21:00
80710600,-25.4224698510365,-49.3006978054742,4,09:22:00,36,82025060,-25.4094383254911,-49.3098019002186,SIM,09:24:00
82025060,-25.4094383254911,-49.3098019002186,4,09:25:00,36,81220090,-25.4539760939031,-49.3149024143145,SIM,09:34:00
81220090,-25.4539760939031,-49.3149024143145,4,09:35:00,36,80410000,-25.4213661621413,-49.2875646174355,SIM,09:40:00
80410000,-25.4213661621413,-49.2875646174355,4,09:41:00,36,80045160,-25.4227240373025,-49.257747950136,SIM,09:44:00
80045160,-25.4227240373025,-49.257747950136,4,09:45:00,36,81350686,-25.4936598469491,-49.3400481020638,SIM,10:11:00
81350686,-25.4936598469491,-49.3400481020638,4,10:12:00,36,81250210,-25.4756844576971,-49.3473682666473,SIM,10:15:00
81250210,-25.4756844576971,-49.3473682666473,4,10:16:00,36,80030430,-25.4146322176159,-49.2550561883948,SIM,10:30:00
80030430,-25.4146322176159,-49.2550561883948,4,10:31:00,36,81650050,-25.4935107881037,-49.2359919665457,SIM,10:46:00
81650050,-25.4935107881037,-49.2359919665457,4,10:47:00,36,80215650,-25.4484380190541,-49.2490664368478,SIM,10:54:00
80215650,-25.4484380190541,-49.2490664368478,4,10:55:00,36,82940170,-25.454631812,-49.2228321157173,SIM,10:58:00
82940170,-25.454631812,-49.2228321157173,4,10:59:00,36,80220380,-25.4622493336364,-49.2552576680305,SIM,11:07:00
80220380,-25.4622493336364,-49.2552576680305,4,11:08:00,36,81590577,-25.4923383333506,-49.2002912221858,SIM,11:16:00
81590577,-25.4923383333506,-49.2002912221858,4,11:17:00,36,82520150,-25.4121197273283,-49.2373089094202,SIM,11:32:00
82520150,-25.4121197273283,-49.2373089094202,4,11:33:00,36,82520095,-25.4146626252933,-49.2400308757049,SIM,11:33:00
82520095,-25.4146626252933,-49.2400308757049,4,11:34:00,36,82710082,-25.3647667288143,-49.2518749086381,SIM,11:42:00
82710082,-25.3647667288143,-49.2518749086381,4,11:43:00,36,80010040,-25.433306347953,-49.2586024190518,SIM,11:57:00
80010040,-25.433306347953,-49.2586024190518,4,11:58:00,36,80520550,-25.403621771614,-49.2770964271839,SIM,12:04:00
80520550,-25.403621771614,-49.2770964271839,4,12:05:00,36,81030100,-25.4832995440473,-49.2706444334036,SIM,12:22:00
81030100,-25.4832995440473,-49.2706444334036,4,12:23:00,36,81910030,-25.5361378385276,-49.2685374132639,SIM,12:34:00
81910030,-25.5361378385276,-49.2685374132639,4,12:35:00,36,81590045,-25.4936220026944,-49.1988741650016,SIM,12:46:00
81590045,-25.4936220026944,-49.1988741650016,4,12:47:00,36,81590340,-25.486945243492,-49.2043714494834,SIM,12:48:00
